machine_configuration,use_buffer,write_buffer_bytes,connection_type,read_buffer_bytes,duration_sec,num_syscalls,short_reads,throughput (MiB/s)
gcp_amd_localhost,true,4096,unix,4,1.818144095,7251632,0,15.2
gcp_amd_localhost,true,4096,unix,8,1.802977287,7178751,0,30.4
gcp_amd_localhost,true,4096,unix,16,2.125198313,8140340,0,58.4
gcp_amd_localhost,true,4096,unix,32,2.02080379,7487552,0,113.1
gcp_amd_localhost,true,4096,unix,64,2.162213809,7454343,0,210.4
gcp_amd_localhost,true,4096,unix,128,2.02022574,6414369,1,387.6
gcp_amd_localhost,true,4096,unix,256,2.713880719,7283322,0,655.2
gcp_amd_localhost,true,4096,unix,512,2.885148775,5465975,1,925.1
gcp_amd_localhost,true,4096,unix,1024,2.846515289,3276004,0,1123.9
gcp_amd_localhost,true,4096,unix,2048,3.63853451,2168728,1,1164.1
gcp_amd_localhost,true,4096,unix,4096,3.386007079,969744,0,1118.7
gcp_amd_localhost,true,4096,unix,8192,3.320743923,478812,67,1126.4
gcp_amd_localhost,true,4096,unix,16384,3.581080045,258194,83,1126.3
gcp_amd_localhost,true,4096,unix,32768,3.151586397,120009,73,1189.5
gcp_amd_localhost,true,4096,unix,65536,3.295508095,62900,81,1192.4
gcp_amd_localhost,true,4096,unix,131072,3.289834446,31713,119,1202
gcp_amd_localhost,true,4096,unix,262144,3.337285795,16032,179,1196.1
gcp_amd_localhost,true,4096,unix,524288,3.398318465,8490,928,1170.7
gcp_amd_localhost,true,4096,unix,1048576,3.50064348,4782,1221,1140.1
gcp_amd_localhost,true,4096,unix,2097152,2.659825716,1918,632,1104.8
gcp_amd_localhost,true,4096,unix,4194304,3.312381878,1292,369,1188.6
gcp_amd_localhost,true,4096,unix,8388608,3.148561134,815,425,1120.4
gcp_amd_localhost,true,4096,unix,16777216,3.146158894,761,611,1087.2
gcp_amd_localhost,true,4096,TCP,1,1.4235864089999999,4863813,0,3.3
gcp_amd_localhost,true,4096,TCP,2,2.046521926,6894175,1,6.4
gcp_amd_localhost,true,4096,TCP,4,1.934933693,6568145,1,12.9
gcp_amd_localhost,true,4096,TCP,8,2.014315491,6870492,0,26
gcp_amd_localhost,true,4096,TCP,16,1.985641786,6706909,0,51.5
gcp_amd_localhost,true,4096,TCP,32,1.790900945,5688283,1,96.9
gcp_amd_localhost,true,4096,TCP,64,1.8299417089999999,5588154,0,186.4
gcp_amd_localhost,true,4096,TCP,128,1.241573276,3415301,0,335.8
gcp_amd_localhost,true,4096,TCP,256,2.003434995,4926109,0,600.3
gcp_amd_localhost,true,4096,TCP,512,1.4065047210000001,2676660,0,929.2
gcp_amd_localhost,true,4096,TCP,1024,1.7778005669999999,2442599,0,1341.7
gcp_amd_localhost,true,4096,TCP,2048,1.94871331,1693897,0,1697.7
gcp_amd_localhost,true,4096,TCP,4096,2.129272494,853754,3,1566.2
gcp_amd_localhost,true,4096,TCP,8192,1.874496262,313666,31002,1242.7
gcp_amd_localhost,true,4096,TCP,16384,1.6956783789999998,210173,34306,1774.6
gcp_amd_localhost,true,4096,TCP,32768,2.114663947,140166,0,2071.3
gcp_amd_localhost,true,4096,TCP,65536,1.938841172,65389,0,2107.8
gcp_amd_localhost,true,4096,TCP,131072,2.035692088,41523,8663,2096.7
gcp_amd_localhost,true,4096,TCP,262144,1.933280104,17134,0,2215.6
gcp_amd_localhost,true,4096,TCP,524288,2.636097478,70996,64495,1721.2
gcp_amd_localhost,true,4096,TCP,1048576,2.1019881480000002,4609,0,2192.5
gcp_amd_localhost,true,4096,TCP,2097152,1.9422271119999999,2133,0,2195.4
gcp_amd_localhost,true,4096,TCP,4194304,1.982018956,1478,1478,2189.6
gcp_amd_localhost,true,4096,TCP,8388608,1.990248635,1493,1493,2202.6
gcp_amd_localhost,true,4096,TCP,16777216,1.9774550469999999,1484,1484,2204.1
gcp_amd_localhost,true,8192,unix,1,1.4304039880000001,5861664,0,3.9
gcp_amd_localhost,true,8192,unix,2,2.076433973,8438819,0,7.8
gcp_amd_localhost,true,8192,unix,4,2.019181691,8371704,0,15.8
gcp_amd_localhost,true,8192,unix,8,2.051809696,8521517,0,31.7
gcp_amd_localhost,true,8192,unix,16,2.069399353,8396306,0,61.9
gcp_amd_localhost,true,8192,unix,32,2.102933957,8143323,0,118.2
gcp_amd_localhost,true,8192,unix,64,2.115447896,7695564,0,222
gcp_amd_localhost,true,8192,unix,128,2.250946206,7518797,0,407.7
gcp_amd_localhost,true,8192,unix,256,2.712075198,7530121,1,677.9
gcp_amd_localhost,true,8192,unix,512,3.3655791,6993008,1,1014.6
gcp_amd_localhost,true,8192,unix,1024,3.264725316,4218609,0,1261.9
gcp_amd_localhost,true,8192,unix,2048,6.014703048,4073321,1,1322.7
gcp_amd_localhost,true,8192,unix,4096,3.216713553,941531,0,1143.4
gcp_amd_localhost,true,8192,unix,8192,2.595869615,398090,1,1198.1
gcp_amd_localhost,true,8192,unix,16384,3.565049151,275540,38,1207.6
gcp_amd_localhost,true,8192,unix,32768,2.871383284,110385,81,1200.8
gcp_amd_localhost,true,8192,unix,65536,2.868968445,55806,68,1214.7
gcp_amd_localhost,true,8192,unix,131072,2.818705992,27403,206,1210.4
gcp_amd_localhost,true,8192,unix,262144,3.468631935,17586,413,1253.9
gcp_amd_localhost,true,8192,unix,524288,3.554984932,10027,2364,1226.8
gcp_amd_localhost,true,8192,unix,1048576,3.204893845,5473,2210,1232.5
gcp_amd_localhost,true,8192,unix,2097152,3.5656828000000003,3920,2238,1203.2
gcp_amd_localhost,true,8192,unix,4194304,3.551481024,2405,1553,1178.3
gcp_amd_localhost,true,8192,unix,8388608,3.155947072,1700,1337,1189.3
gcp_amd_localhost,true,8192,unix,16777216,3.333306956,1588,1455,1085.9
gcp_amd_localhost,true,8192,TCP,1,1.059547113,3540449,0,3.2
gcp_amd_localhost,true,8192,TCP,2,1.915154735,6432937,1,6.4
gcp_amd_localhost,true,8192,TCP,4,1.758468729,5989818,1,13
gcp_amd_localhost,true,8192,TCP,8,1.985747946,6786794,1,26.1
gcp_amd_localhost,true,8192,TCP,16,2.02426185,6854010,0,51.7
gcp_amd_localhost,true,8192,TCP,32,2.067316913,6553080,0,96.7
gcp_amd_localhost,true,8192,TCP,64,2.011820442,6112470,0,185.4
gcp_amd_localhost,true,8192,TCP,128,1.939103322,5320564,0,334.9
gcp_amd_localhost,true,8192,TCP,256,2.09330296,5125577,0,597.8
gcp_amd_localhost,true,8192,TCP,512,2.050334426,4012037,0,955.5
gcp_amd_localhost,true,8192,TCP,1024,2.2305761889999998,3095018,0,1355
gcp_amd_localhost,true,8192,TCP,2048,1.791166584,1559820,0,1700.9
gcp_amd_localhost,true,8192,TCP,4096,2.1861949960000002,922767,5,1648.8
gcp_amd_localhost,true,8192,TCP,8192,2.002175183,460384,0,1796.4
gcp_amd_localhost,true,8192,TCP,16384,2.007656122,262733,0,2044.8
gcp_amd_localhost,true,8192,TCP,32768,2.028476939,135461,0,2086.8
gcp_amd_localhost,true,8192,TCP,65536,1.9318130340000002,69741,1070,2235.4
gcp_amd_localhost,true,8192,TCP,131072,2.01952512,35656,0,2206.9
gcp_amd_localhost,true,8192,TCP,262144,2.462514585,99033,90003,1805.6
gcp_amd_localhost,true,8192,TCP,524288,2.003313143,119411,118995,1527.1
gcp_amd_localhost,true,8192,TCP,1048576,1.950148101,4428,0,2270.3
gcp_amd_localhost,true,8192,TCP,2097152,1.9806942269999999,2220,0,2241.3
gcp_amd_localhost,true,8192,TCP,4194304,1.985393956,1520,1520,2248.6
gcp_amd_localhost,true,8192,TCP,8388608,1.9894220649999999,1540,1540,2271.8
gcp_amd_localhost,true,8192,TCP,16777216,1.9923342339999999,1522,1522,2242.3
gcp_amd_localhost,true,16384,unix,1,1.9501889110000001,7990411,0,3.9
gcp_amd_localhost,true,16384,unix,2,1.916209396,7710100,0,7.7
gcp_amd_localhost,true,16384,unix,4,2.051841736,8343763,0,15.5
gcp_amd_localhost,true,16384,unix,8,2.038908907,8267880,0,30.9
gcp_amd_localhost,true,16384,unix,16,2.0265302099999998,8074284,0,60.8
gcp_amd_localhost,true,16384,unix,32,1.563834848,6049607,0,118.1
gcp_amd_localhost,true,16384,unix,64,2.073588974,7710101,0,226.9
gcp_amd_localhost,true,16384,unix,128,2.3593509360000002,7886436,1,408
gcp_amd_localhost,true,16384,unix,256,2.757789104,7645261,1,676.8
gcp_amd_localhost,true,16384,unix,512,3.612717417,7256895,1,980.8
gcp_amd_localhost,true,16384,unix,1024,5.015982623,6631301,1,1291
gcp_amd_localhost,true,16384,unix,2048,6.8549265649999995,4818117,1,1372.8
gcp_amd_localhost,true,16384,unix,4096,3.401065123,1049318,0,1205.2
gcp_amd_localhost,true,16384,unix,8192,2.903071349,472859,1,1272.5
gcp_amd_localhost,true,16384,unix,16384,3.622333067,300355,0,1295.6
gcp_amd_localhost,true,16384,unix,32768,2.658431927,113243,42,1330.9
gcp_amd_localhost,true,16384,unix,65536,3.49152525,72688,60,1300.4
gcp_amd_localhost,true,16384,unix,131072,3.587090038,38231,185,1329.5
gcp_amd_localhost,true,16384,unix,262144,3.639318226,19221,271,1313
gcp_amd_localhost,true,16384,unix,524288,3.257181888,10176,3251,1272.5
gcp_amd_localhost,true,16384,unix,1048576,3.2523473210000002,5408,1752,1294.4
gcp_amd_localhost,true,16384,unix,2097152,3.213199654,2951,1126,1305.5
gcp_amd_localhost,true,16384,unix,4194304,3.570106062,1813,726,1331
gcp_amd_localhost,true,16384,unix,8388608,3.633367809,1896,1415,1293
gcp_amd_localhost,true,16384,unix,16777216,3.506301486,1026,771,1325.4
gcp_amd_localhost,true,16384,TCP,1,1.413248128,4821600,0,3.3
gcp_amd_localhost,true,16384,TCP,2,2.009749784,6849315,0,6.5
gcp_amd_localhost,true,16384,TCP,4,2.006202393,6832935,1,13
gcp_amd_localhost,true,16384,TCP,8,2.006385494,6818958,1,25.9
gcp_amd_localhost,true,16384,TCP,16,2.011478874,6759270,1,51.3
gcp_amd_localhost,true,16384,TCP,32,2.105866588,6680027,0,96.8
gcp_amd_localhost,true,16384,TCP,64,1.9988953839999999,6095889,0,186.1
gcp_amd_localhost,true,16384,TCP,128,1.321503323,3613305,0,333.8
gcp_amd_localhost,true,16384,TCP,256,2.137386096,5231494,0,597.6
gcp_amd_localhost,true,16384,TCP,512,1.20547183,2386351,0,966.6
gcp_amd_localhost,true,16384,TCP,1024,1.5527148290000001,2165675,0,1362.1
gcp_amd_localhost,true,16384,TCP,2048,1.8806895909999999,1672801,0,1737.2
gcp_amd_localhost,true,16384,TCP,4096,2.109233298,905184,3,1676.4
gcp_amd_localhost,true,16384,TCP,8192,1.8488446619999999,369265,18,1560.3
gcp_amd_localhost,true,16384,TCP,16384,1.459567556,155308,10,1662.5
gcp_amd_localhost,true,16384,TCP,32768,2.076757789,145409,67446,1680.8
gcp_amd_localhost,true,16384,TCP,65536,1.466114625,77070,76806,1569.1
gcp_amd_localhost,true,16384,TCP,131072,2.147540105,118972,118949,1633.7
gcp_amd_localhost,true,16384,TCP,262144,2.248044319,93229,90185,1569.5
gcp_amd_localhost,true,16384,TCP,524288,2.165299044,9551,0,2205.3
gcp_amd_localhost,true,16384,TCP,1048576,1.996340204,4392,0,2199.9
gcp_amd_localhost,true,16384,TCP,2097152,2.012132033,2234,0,2220.4
gcp_amd_localhost,true,16384,TCP,4194304,1.990667204,1677,1677,2210.4
gcp_amd_localhost,true,16384,TCP,8388608,2.004205933,1687,1687,2208.3
gcp_amd_localhost,true,16384,TCP,16777216,2.005694894,1690,1690,2212.1
gcp_amd_localhost,true,32768,unix,1,1.9272956780000001,7923930,0,3.9
gcp_amd_localhost,true,32768,unix,2,2.0681234,8424600,0,7.8
gcp_amd_localhost,true,32768,unix,4,2.023261972,8428150,0,15.9
gcp_amd_localhost,true,32768,unix,8,1.8507475420000001,7739938,0,31.9
gcp_amd_localhost,true,32768,unix,16,2.050172931,8389262,0,62.4
gcp_amd_localhost,true,32768,unix,32,2.095047899,8392783,0,122.3
gcp_amd_localhost,true,32768,unix,64,2.167083205,8180294,1,230.4
gcp_amd_localhost,true,32768,unix,128,2.410529949,8173608,1,413.9
gcp_amd_localhost,true,32768,unix,256,2.858660225,8087344,1,690.7
gcp_amd_localhost,true,32768,unix,512,2.908724341,6188119,0,1038.8
gcp_amd_localhost,true,32768,unix,1024,5.073600735,6971071,1,1341.8
gcp_amd_localhost,true,32768,unix,2048,4.413729434,3259453,0,1442.3
gcp_amd_localhost,true,32768,unix,4096,5.088197585,1626546,0,1248.7
gcp_amd_localhost,true,32768,unix,8192,3.417947401,581836,1,1329.9
gcp_amd_localhost,true,32768,unix,16384,3.637235899,307296,0,1320.1
gcp_amd_localhost,true,32768,unix,32768,3.7390325730000002,162109,0,1354.9
gcp_amd_localhost,true,32768,unix,65536,3.653598347,78927,168,1348.7
gcp_amd_localhost,true,32768,unix,131072,3.640138389,39984,845,1364.3
gcp_amd_localhost,true,32768,unix,262144,3.526073545,19623,551,1384.8
gcp_amd_localhost,true,32768,unix,524288,3.762823631,19361,16332,1344.8
gcp_amd_localhost,true,32768,unix,1048576,3.577078402,14897,12897,1356.8
gcp_amd_localhost,true,32768,unix,2097152,3.6501385280000003,10793,9425,1359.9
gcp_amd_localhost,true,32768,unix,4194304,3.638768519,7356,6573,1362.2
gcp_amd_localhost,true,32768,unix,8388608,3.628487329,4497,4060,1370.6
gcp_amd_localhost,true,32768,unix,16777216,3.600952541,3342,3167,1353.3
gcp_amd_localhost,true,32768,TCP,1,1.781668437,5894488,0,3.2
gcp_amd_localhost,true,32768,TCP,2,2.074674149,6816633,0,6.3
gcp_amd_localhost,true,32768,TCP,4,1.9038430100000001,6246096,0,12.5
gcp_amd_localhost,true,32768,TCP,8,2.013501293,6611571,0,25.1
gcp_amd_localhost,true,32768,TCP,16,1.9903733959999999,6453903,0,49.5
gcp_amd_localhost,true,32768,TCP,32,2.053248781,6531679,0,97.1
gcp_amd_localhost,true,32768,TCP,64,2.037895352,6279435,0,188.1
gcp_amd_localhost,true,32768,TCP,128,2.136428187,5925751,0,338.6
gcp_amd_localhost,true,32768,TCP,256,2.026861952,4966477,0,598.2
gcp_amd_localhost,true,32768,TCP,512,2.088812159,4074150,0,952.4
gcp_amd_localhost,true,32768,TCP,1024,1.7131506,2393204,0,1364.2
gcp_amd_localhost,true,32768,TCP,2048,1.851326303,1637868,0,1727.9
gcp_amd_localhost,true,32768,TCP,4096,1.9300635879999999,867830,1,1756.4
gcp_amd_localhost,true,32768,TCP,8192,2.208242201,492745,0,1743.3
gcp_amd_localhost,true,32768,TCP,16384,2.128297105,235089,14,1725.9
gcp_amd_localhost,true,32768,TCP,32768,1.449189056,82690,1302,1769.1
gcp_amd_localhost,true,32768,TCP,65536,2.398124101,98494,97737,1611.3
gcp_amd_localhost,true,32768,TCP,131072,2.055271591,96538,96488,1845.2
gcp_amd_localhost,true,32768,TCP,262144,2.132480446,96806,96803,1790.7
gcp_amd_localhost,true,32768,TCP,524288,2.134607117,97053,97050,1789
gcp_amd_localhost,true,32768,TCP,1048576,2.114095818,92391,92391,1725.4
gcp_amd_localhost,true,32768,TCP,2097152,1.88327907,74187,74187,1552.6
gcp_amd_localhost,true,32768,TCP,4194304,1.8771725209999999,72802,72802,1526.3
gcp_amd_localhost,true,32768,TCP,8388608,1.776604278,66521,66521,1474.7
gcp_amd_localhost,true,32768,TCP,16777216,1.943681196,72582,72582,1467.3
gcp_amd_localhost,true,65536,unix,1,1.446790727,5934718,0,3.9
gcp_amd_localhost,true,65536,unix,2,2.06321409,8406894,0,7.8
gcp_amd_localhost,true,65536,unix,4,1.988562374,8271299,0,15.9
gcp_amd_localhost,true,65536,unix,8,2.021876852,8410429,0,31.7
gcp_amd_localhost,true,65536,unix,16,2.096973058,8453086,0,61.5
gcp_amd_localhost,true,65536,unix,32,2.111245417,8312552,0,120.2
gcp_amd_localhost,true,65536,unix,64,2.213856802,8097166,0,223.2
gcp_amd_localhost,true,65536,unix,128,2.250173079,7462690,6,404.8
gcp_amd_localhost,true,65536,unix,256,2.492504515,6821316,66,668.1
gcp_amd_localhost,true,65536,unix,512,3.410105663,7476408,103,1070.5
gcp_amd_localhost,true,65536,unix,1024,4.546704066,6499922,168,1396.1
gcp_amd_localhost,true,65536,unix,2048,6.052564868,4934645,301,1592.3
gcp_amd_localhost,true,65536,unix,4096,2.942541559,1140874,204,1514.4
gcp_amd_localhost,true,65536,unix,8192,4.334898369,846595,218,1525.6
gcp_amd_localhost,true,65536,unix,16384,4.529998397,489440,167,1687.9
gcp_amd_localhost,true,65536,unix,32768,4.894019886,268416,199,1713.3
gcp_amd_localhost,true,65536,unix,65536,4.915889164,131623,156,1672.4
gcp_amd_localhost,true,65536,unix,131072,4.576446704,73854,34686,1778.5
gcp_amd_localhost,true,65536,unix,262144,4.398664606,36212,36045,1801.7
gcp_amd_localhost,true,65536,unix,524288,4.379150138,36022,35870,1807.5
gcp_amd_localhost,true,65536,unix,1048576,3.7380697720000002,29134,29014,1735.4
gcp_amd_localhost,true,65536,unix,2097152,4.46276687,35244,35162,1776.5
gcp_amd_localhost,true,65536,unix,4194304,4.4757792290000005,34913,34858,1783.7
gcp_amd_localhost,true,65536,unix,8388608,4.507885397,34469,34456,1763
gcp_amd_localhost,true,65536,unix,16777216,3.862676251,29275,29267,1765.6
gcp_amd_localhost,true,65536,TCP,1,1.963060263,6727211,0,3.3
gcp_amd_localhost,true,65536,TCP,2,2.00239401,6823610,1,6.5
gcp_amd_localhost,true,65536,TCP,4,2.019932948,6891800,1,13
gcp_amd_localhost,true,65536,TCP,8,1.984306141,6779661,0,26.1
gcp_amd_localhost,true,65536,TCP,16,2.045960506,6875215,0,51.3
gcp_amd_localhost,true,65536,TCP,32,2.076954244,6578948,1,96.7
gcp_amd_localhost,true,65536,TCP,64,1.939258105,5934719,0,186.8
gcp_amd_localhost,true,65536,TCP,128,1.955843113,5467469,0,341.2
gcp_amd_localhost,true,65536,TCP,256,2.056444215,5064574,0,601.3
gcp_amd_localhost,true,65536,TCP,512,1.9434354649999999,3820440,0,959.9
gcp_amd_localhost,true,65536,TCP,1024,2.190951364,3040901,0,1355.4
gcp_amd_localhost,true,65536,TCP,2048,1.6336888219999999,1426534,0,1705.5
gcp_amd_localhost,true,65536,TCP,4096,3.127064294,1058371,2,1322.1
gcp_amd_localhost,true,65536,TCP,8192,1.8796283,292227,0,1214.6
gcp_amd_localhost,true,65536,TCP,16384,1.594198864,150040,0,1470.6
gcp_amd_localhost,true,65536,TCP,32768,2.152840547,134838,4,1957.2
gcp_amd_localhost,true,65536,TCP,65536,1.9985203999999999,71084,0,2223
gcp_amd_localhost,true,65536,TCP,131072,2.164362146,44125,16830,2059.8
gcp_amd_localhost,true,65536,TCP,262144,1.233608166,11140,0,2257.5
gcp_amd_localhost,true,65536,TCP,524288,2.021037698,9062,0,2241.8
gcp_amd_localhost,true,65536,TCP,1048576,2.053796115,7550,3280,2179.4
gcp_amd_localhost,true,65536,TCP,2097152,2.00168295,2256,0,2253.5
gcp_amd_localhost,true,65536,TCP,4194304,2.016575348,1552,1552,2259.7
gcp_amd_localhost,true,65536,TCP,8388608,1.979336102,1519,1519,2253.2
gcp_amd_localhost,true,65536,TCP,16777216,1.99399111,1532,1532,2255.5
gcp_amd_localhost,true,131072,unix,1,1.465252736,6006006,0,3.9
gcp_amd_localhost,true,131072,unix,2,2.062585914,8385744,0,7.8
gcp_amd_localhost,true,131072,unix,4,2.008016679,8333334,0,15.8
gcp_amd_localhost,true,131072,unix,8,1.99920546,8291874,0,31.6
gcp_amd_localhost,true,131072,unix,16,2.061162375,8417509,0,62.3
gcp_amd_localhost,true,131072,unix,32,2.0617845949999998,8230453,0,121.8
gcp_amd_localhost,true,131072,unix,64,2.219545101,8336808,1,229.3
gcp_amd_localhost,true,131072,unix,128,1.716569424,5775340,1,410.7
gcp_amd_localhost,true,131072,unix,256,2.643984215,7692333,52,710.3
gcp_amd_localhost,true,131072,unix,512,3.435927018,7547229,112,1072.5
gcp_amd_localhost,true,131072,unix,1024,3.925154766,5839535,255,1452.8
gcp_amd_localhost,true,131072,unix,2048,5.130652474,4536467,596,1726.8
gcp_amd_localhost,true,131072,unix,4096,5.057729569,2299324,444,1775.7
gcp_amd_localhost,true,131072,unix,8192,5.658051049,1413913,618,1951.9
gcp_amd_localhost,true,131072,unix,16384,5.207070627,673353,718,2019.5
gcp_amd_localhost,true,131072,unix,32768,6.11159365,409459,789,2091.7
gcp_amd_localhost,true,131072,unix,65536,6.417524914,211249,10285,2020
gcp_amd_localhost,true,131072,unix,131072,6.601039368,125166,57270,2092.6
gcp_amd_localhost,true,131072,unix,262144,2.803566022,26644,26464,2075.1
gcp_amd_localhost,true,131072,unix,524288,5.898147418,57408,57251,2136.6
gcp_amd_localhost,true,131072,unix,1048576,6.279832516,57555,57518,2025.7
gcp_amd_localhost,true,131072,unix,2097152,6.11459314,57081,57070,2066.6
gcp_amd_localhost,true,131072,unix,4194304,6.021312078,58089,58089,2126.8
gcp_amd_localhost,true,131072,unix,8388608,3.070266799,28520,28520,2062.7
gcp_amd_localhost,true,131072,unix,16777216,4.58192922,42941,42941,2077.8
gcp_amd_localhost,true,131072,TCP,1,1.102575256,3776435,0,3.3
gcp_amd_localhost,true,131072,TCP,2,2.028698368,6896552,1,6.5
gcp_amd_localhost,true,131072,TCP,4,2.0218732680000002,6846737,1,12.9
gcp_amd_localhost,true,131072,TCP,8,2.016999788,6844627,0,25.9
gcp_amd_localhost,true,131072,TCP,16,1.982935442,6666668,1,51.3
gcp_amd_localhost,true,131072,TCP,32,2.047476237,6682483,1,99.6
gcp_amd_localhost,true,131072,TCP,64,2.10699562,6416221,0,185.9
gcp_amd_localhost,true,131072,TCP,128,2.038120817,5622716,0,336.8
gcp_amd_localhost,true,131072,TCP,256,1.99399192,4923683,0,602.8
gcp_amd_localhost,true,131072,TCP,512,2.104736171,4042038,0,937.7
gcp_amd_localhost,true,131072,TCP,1024,2.078809673,2824859,0,1327
gcp_amd_localhost,true,131072,TCP,2048,2.24395225,1915342,0,1667.1
gcp_amd_localhost,true,131072,TCP,4096,2.684817322,988677,31938,1415.2
gcp_amd_localhost,true,131072,TCP,8192,1.847323733,399371,45563,1592.6
gcp_amd_localhost,true,131072,TCP,16384,2.329481762,272494,59817,1627.2
gcp_amd_localhost,true,131072,TCP,32768,2.173801725,145139,57770,1671.3
gcp_amd_localhost,true,131072,TCP,65536,2.307660104,87616,65048,1585.1
gcp_amd_localhost,true,131072,TCP,131072,1.5159431410000002,37882,31039,1730.5
gcp_amd_localhost,true,131072,TCP,262144,1.917531237,17022,0,2219.2
gcp_amd_localhost,true,131072,TCP,524288,2.023358239,9003,0,2224.7
gcp_amd_localhost,true,131072,TCP,1048576,2.272818396,15273,11419,1991.4
gcp_amd_localhost,true,131072,TCP,2097152,2.032513367,2219,0,2183.4
gcp_amd_localhost,true,131072,TCP,4194304,2.000494,1500,1500,2201.6
gcp_amd_localhost,true,131072,TCP,8388608,1.998664049,1513,1513,2223.2
gcp_amd_localhost,true,131072,TCP,16777216,1.9853017309999998,1501,1501,2219.7
gcp_amd_localhost,true,262144,unix,1,2.063441355,8166598,0,3.8
gcp_amd_localhost,true,262144,unix,2,2.017258958,7871227,0,7.4
gcp_amd_localhost,true,262144,unix,4,2.035181817,8009612,0,15
gcp_amd_localhost,true,262144,unix,8,2.016556488,7961784,0,30.1
gcp_amd_localhost,true,262144,unix,16,2.036591686,7980846,0,59.8
gcp_amd_localhost,true,262144,unix,32,2.069128304,8107013,0,119.6
gcp_amd_localhost,true,262144,unix,64,2.211499292,8179960,1,225.8
gcp_amd_localhost,true,262144,unix,128,1.836559044,6159535,5,409.4
gcp_amd_localhost,true,262144,unix,256,2.69461128,7610378,57,689.5
gcp_amd_localhost,true,262144,unix,512,1.65182209,3665734,94,1083.6
gcp_amd_localhost,true,262144,unix,1024,4.380244056,6570424,227,1464.8
gcp_amd_localhost,true,262144,unix,2048,4.8804824060000005,4494608,436,1798.6
gcp_amd_localhost,true,262144,unix,4096,2.739824155,1378424,337,1965
gcp_amd_localhost,true,262144,unix,8192,4.57795246,1249439,447,2131.9
gcp_amd_localhost,true,262144,unix,16384,3.8567577159999997,521794,711,2112.7
gcp_amd_localhost,true,262144,unix,32768,6.21815304,421578,1890,2114.8
gcp_amd_localhost,true,262144,unix,65536,3.105392116,101322,2334,2025.2
gcp_amd_localhost,true,262144,unix,131072,5.807304774,121114,54147,2234.8
gcp_amd_localhost,true,262144,unix,262144,2.7924016,29516,29220,2257.8
gcp_amd_localhost,true,262144,unix,524288,6.429281534,69155,69099,2308.1
gcp_amd_localhost,true,262144,unix,1048576,6.184000334,67163,67147,2335
gcp_amd_localhost,true,262144,unix,2097152,2.612457835,27840,27840,2288.3
gcp_amd_localhost,true,262144,unix,4194304,6.323708383,68301,68300,2317.2
gcp_amd_localhost,true,262144,unix,8388608,5.391050106,57471,57471,2293.9
gcp_amd_localhost,true,262144,unix,16777216,3.754164964,40450,40450,2316.7
gcp_amd_localhost,true,262144,TCP,1,1.114364263,3818251,0,3.3
gcp_amd_localhost,true,262144,TCP,2,2.014931301,6889425,1,6.5
gcp_amd_localhost,true,262144,TCP,4,2.007703673,6882313,0,13.1
gcp_amd_localhost,true,262144,TCP,8,1.7866501399999999,6131209,1,26.2
gcp_amd_localhost,true,262144,TCP,16,2.021010141,6818957,0,51.5
gcp_amd_localhost,true,262144,TCP,32,2.028364831,6640107,0,99.9
gcp_amd_localhost,true,262144,TCP,64,2.082918486,6385697,1,187.1
gcp_amd_localhost,true,262144,TCP,128,1.963165816,5406867,0,336.2
gcp_amd_localhost,true,262144,TCP,256,1.995708043,4920050,0,601.9
gcp_amd_localhost,true,262144,TCP,512,1.759444701,3444713,0,956
gcp_amd_localhost,true,262144,TCP,1024,1.7285237740000001,2414002,0,1363.8
gcp_amd_localhost,true,262144,TCP,2048,2.249293164,1977477,0,1717.1
gcp_amd_localhost,true,262144,TCP,4096,2.005723302,938798,12959,1819.7
gcp_amd_localhost,true,262144,TCP,8192,1.8959846310000001,404099,46627,1615.4
gcp_amd_localhost,true,262144,TCP,16384,2.4020078910000002,277985,64099,1703.4
gcp_amd_localhost,true,262144,TCP,32768,2.082681456,133106,58910,1776.2
gcp_amd_localhost,true,262144,TCP,65536,2.213150956,75995,60792,1718
gcp_amd_localhost,true,262144,TCP,131072,2.049936749,44208,23969,1962.3
gcp_amd_localhost,true,262144,TCP,262144,1.959048356,17477,0,2230.2
gcp_amd_localhost,true,262144,TCP,524288,2.03408866,16478,8902,2136.8
gcp_amd_localhost,true,262144,TCP,1048576,1.38592491,8015,5261,2223.1
gcp_amd_localhost,true,262144,TCP,2097152,1.965366226,2221,0,2259.5
gcp_amd_localhost,true,262144,TCP,4194304,1.9694356659999999,1514,1514,2257.4
gcp_amd_localhost,true,262144,TCP,8388608,2.024464341,1508,1508,2187.6
gcp_amd_localhost,true,262144,TCP,16777216,2.010553262,1515,1515,2213.1
gcp_amd_localhost,true,524288,unix,1,1.699075887,6908701,0,3.9
gcp_amd_localhost,true,524288,unix,2,2.050270559,8247423,0,7.7
gcp_amd_localhost,true,524288,unix,4,2.005707612,8343763,0,15.9
gcp_amd_localhost,true,524288,unix,8,2.026227891,8435260,0,31.8
gcp_amd_localhost,true,524288,unix,16,2.098627214,8406894,0,61.1
gcp_amd_localhost,true,524288,unix,32,2.059783527,8000000,0,118.5
gcp_amd_localhost,true,524288,unix,64,2.196314288,8196722,0,227.8
gcp_amd_localhost,true,524288,unix,128,2.344052886,7961785,3,414.6
gcp_amd_localhost,true,524288,unix,256,2.704653167,7833962,80,707.1
